6.642516026752389724e-01,3.486512668304081464e-01,3.489289221794569240e-01
1.835112185952196828e-01,3.677510377327549707e-01,1.887310177534651245e-02
2.582239225326710130e-01,1.767966051234470815e-01,5.728600912944170620e-01
2.916233920681018388e-01,9.070463278193842127e-01,9.949840756456574953e-01
5.127800157054941410e-01,9.685180658734716674e-01,6.008190069391383670e-02
9.407318162739249923e-01,9.776310781382916426e-01,1.635550953185364031e-01
2.619044467882725158e-02,6.443008909314472676e-01,4.210988134894011470e-01
4.715662898642540846e-01,7.880457732673082916e-01,3.396545487774573768e-01
1.348803554806839999e-01,7.376629744904168451e-01,1.346906491716350907e-01
2.304239999674544404e-01,4.609305362229533243e-01,9.308943930260753508e-01
7.785910295052562713e-01,2.670594979427715066e-01,7.339792670797185004e-02
2.027011028030991646e-01,3.487554516181956554e-01,9.841899021326731001e-01
3.587886232307041512e-01,2.553041470131700574e-01,6.813700463770483440e-01
6.054005070620958051e-01,2.645454116141932044e-01,9.450350624380832176e-01
8.345953272070067985e-01,3.091592785501552365e-01,4.676229027959216689e-01
7.414695751540122393e-01,3.598330784725002340e-01,1.567686032046347044e-01
5.578109282470735675e-01,4.964931594387929081e-01,8.154354830551926447e-01
7.967080108875610467e-01,9.476897887443247459e-01,9.899337634699922894e-02
9.526849241446283534e-01,8.231518158843820210e-03,6.658376234530986038e-01
7.295768072887465205e-01,4.379662558225304592e-01,5.988329262863026914e-01
3.905738724483812652e-01,4.868707105968939075e-01,2.710750759787681208e-01
5.946340047086361436e-01,4.862258765703021401e-01,1.046188108210909240e-01
1.565043399637027211e-01,8.775641928337544195e-01,7.205476064833208349e-01
1.651370569115894194e-01,4.806176588506337888e-01,4.012354414353007659e-01
9.708431780993731497e-01,5.703159272252101841e-01,5.935883937051263937e-01
9.193248248092140695e-01,2.513690134572323931e-01,3.010620811809195940e-01
7.935858036827068140e-01,8.804652388108571426e-01,5.129342136188619339e-01
6.442528304818293527e-01,5.534985941619884331e-01,6.894114858063338236e-01
2.368866822699221553e-01,2.416001011430104484e-01,3.470968259421203239e-01
1.063088253846939946e-01,3.929416937411790434e-01,8.218111432053137877e-01
5.881099026570517641e-01,6.422858082138616087e-02,2.077574606106038502e-01
4.054741976380979995e-01,7.880362755392283924e-01,6.808987690073000643e-01
4.025808524337680661e-01,4.957295810565854888e-01,3.797138042172565342e-02
1.164336361259091790e-01,8.928393472942580678e-01,2.925529099554252666e-01
4.181171942342232217e-02,4.351515273620061297e-01,3.118899944756777787e-01
8.105743926414680223e-01,3.919041095567773469e-01,6.208634731612847624e-01
1.046308980122456767e-02,9.125740097533407980e-02,1.891704104648112006e-01
1.185356055264484842e-01,2.284824142622300380e-01,5.887724503867859394e-01
6.832935679410855334e-01,7.150372678934926451e-01,8.605140403444822006e-02
9.627834157507355606e-01,3.270068186712532521e-01,8.040026423919499621e-01
1.887572274749663714e-01,3.410391686976940173e-01,2.773889099423909599e-01
2.944107740376299409e-01,1.900187456235363781e-01,5.669118172786780097e-01
2.713628109817355361e-01,1.034867978212888895e-01,5.901536151043729195e-02
5.749807514462959013e-01,4.595370089731443120e-02,4.457660368691902519e-01
8.526830621575741675e-01,4.608826997119194191e-01,8.976807476830005461e-01
2.028813296580889158e-01,1.351508357075571487e-01,9.676840764642901105e-01
2.996900563889342006e-01,3.749673551751633305e-01,6.402212137963534389e-01
6.484695126873273319e-01,7.942953908440819610e-01,9.975148822520666370e-01
2.258678052700745509e-01,2.130965037275245333e-02,2.644724783594223361e-01
8.932214814263395031e-02,3.160982411808772596e-01,7.230864844334692343e-01
1.977496521349936254e-01,3.413762381750921060e-01,1.095755828467211979e-01
6.368326273739657317e-01,1.407938026939210552e-01,2.085512053952818246e-01
4.341352678394401199e-01,7.229358214033272390e-01,1.077869529225113920e-01
8.511680810479893555e-01,9.212452147121507062e-01,4.316997693987083551e-01
9.905901604312965514e-01,1.089593334730519780e-01,1.418536820063504011e-01
4.017767684968194253e-01,3.668396885681430852e-01,6.626965267208005939e-01
9.850327920089300138e-01,3.409138622161487220e-01,5.623373735135271945e-01
1.619625943825815373e-01,8.578348587605999498e-01,3.282295264446575267e-01
9.045985566023134750e-01,3.838663285667388569e-01,9.400063295444204270e-01
9.261183589618209311e-01,1.963640967096108580e-01,2.594158710257453704e-01
1.932539216306098373e-01,6.750250949776487319e-01,8.969151851774316286e-01
8.296851596516922056e-01,4.610945932090103616e-01,1.082195809517366714e-01
7.585083846499364180e-01,8.355969713098576612e-02,5.990916529995834461e-01
1.238587446578379714e-01,1.319095933439292656e-01,4.370835037810868462e-01
5.848137426971043995e-01,4.339530536643760872e-01,6.659843296427238046e-01
3.653001173868104523e-01,2.246688365909282892e-01,5.297540906686241113e-01
4.875528292707563827e-01,8.123610926725804982e-01,5.765082821642908417e-02
8.743001950101404463e-01,1.820286805507594918e-01,8.876855617789313202e-01
5.147294108089733866e-01,7.801492645429809469e-01,8.162765259119850736e-01
8.376476709174478508e-01,5.968514414264934898e-01,4.837153697434452004e-01
6.820580418381017029e-02,6.103125795299668699e-02,3.109018512149767099e-01
6.135201886470399435e-01,6.632387232369474361e-02,3.247658467872794885e-01
8.704647868735112537e-01,9.897466658162604736e-01,9.639399561735336741e-01
9.252270601553569396e-02,6.688071340477682591e-01,7.929890349983729214e-01
2.058045247634489039e-01,9.882227747940657281e-01,9.951844255095025904e-01
